ndvi,rainfall_mm,temperature_c,solar_radiation,land_area_ha,crop_type,harvest_days,yield_ton_per_ha,risk_level,provinsi,tahun,data_source,ndvi_source,produksi_ton,luas_panen_ha
0.52,280.3,26.6,16.4,2.0,jagung,100,6.008,low,KALIMANTAN SELATAN,2022,nasa_power,seasonal_estimate,152255.0,25343.0
0.52,241.5,25.7,17.3,2.0,jagung,100,4.703,low,KALIMANTAN TIMUR,2022,nasa_power,seasonal_estimate,17045.0,3624.0
0.52,249.2,23.1,17.6,2.0,jagung,100,5.276,low,KALIMANTAN UTARA,2022,nasa_power,seasonal_estimate,860.0,163.0
0.52,209.3,24.5,18.2,2.0,jagung,100,3.408,high,SULAWESI UTARA,2022,nasa_power,seasonal_estimate,119008.0,34919.0
0.52,219.4,21.7,16.9,2.0,jagung,100,4.304,medium,SULAWESI TENGAH,2022,nasa_power,seasonal_estimate,96200.0,22350.0
0.52,307.4,23.0,18.4,2.0,jagung,100,5.871,low,SULAWESI SELATAN,2022,nasa_power,seasonal_estimate,1152063.0,196219.0
0.52,223.7,26.5,17.4,2.0,jagung,100,3.973,medium,SULAWESI TENGGARA,2022,nasa_power,seasonal_estimate,78163.0,19675.0
0.52,236.4,26.0,18.2,2.0,jagung,100,4.927,low,GORONTALO,2022,nasa_power,seasonal_estimate,692439.0,140548.0
0.52,269.0,20.5,16.8,2.0,jagung,100,5.323,low,SULAWESI BARAT,2022,nasa_power,seasonal_estimate,30187.0,5671.0
0.52,258.4,26.9,16.9,2.0,jagung,100,5.814,low,MALUKU,2022,nasa_power,seasonal_estimate,15687.0,2698.0
0.52,238.7,27.1,17.7,2.0,jagung,100,4.553,medium,MALUKU UTARA,2022,nasa_power,seasonal_estimate,7712.0,1694.0
0.52,278.7,23.5,17.1,2.0,jagung,100,4.797,low,PAPUA BARAT,2022,nasa_power,seasonal_estimate,6481.0,1351.0
0.52,195.1,23.3,16.2,2.0,jagung,100,5.042,low,PAPUA,2022,nasa_power,seasonal_estimate,15140.0,3003.0
0.52,250.7,20.1,16.8,2.0,jagung,100,5.658,low,ACEH,2023,nasa_power,seasonal_estimate,66364.0,11728.37
0.52,324.9,22.4,16.8,2.0,jagung,100,6.363,low,SUMATERA UTARA,2023,nasa_power,seasonal_estimate,1343291.0,211105.36
0.52,285.3,23.8,16.4,2.0,jagung,100,6.219,low,SUMATERA BARAT,2023,nasa_power,seasonal_estimate,495223.0,79630.77
0.52,273.7,26.5,16.7,2.0,jagung,100,3.185,high,RIAU,2023,nasa_power,seasonal_estimate,689.0,216.35
0.52,199.2,26.5,16.1,2.0,jagung,100,6.046,low,JAMBI,2023,nasa_power,seasonal_estimate,4725.0,781.46
0.52,174.1,26.4,17.5,2.0,jagung,100,6.155,low,SUMATERA SELATAN,2023,nasa_power,seasonal_estimate,284643.0,46247.92
0.52,185.0,26.0,16.8,2.0,jagung,100,6.382,low,BENGKULU,2023,nasa_power,seasonal_estimate,50421.0,7900.85
0.52,150.9,27.4,17.3,2.0,jagung,100,6.64,low,LAMPUNG,2023,nasa_power,seasonal_estimate,1103640.0,166215.32
0.52,152.6,27.9,17.6,2.0,jagung,100,4.774,low,KEPULAUAN BANGKA BELITUNG,2023,nasa_power,seasonal_estimate,111.0,23.25
0.52,148.6,28.3,17.7,2.0,jagung,100,4.831,low,KEPULAUAN RIAU,2023,nasa_power,seasonal_estimate,10.0,2.07
0.57,186.4,21.8,18.5,2.0,jagung,100,7.506,low,JAWA BARAT,2023,nasa_power,seasonal_estimate,577185.0,76901.39
0.57,140.0,26.4,18.9,2.0,jagung,100,5.86,low,JAWA TENGAH,2023,nasa_power,seasonal_estimate,2174484.0,371046.77
0.57,152.8,25.9,18.9,2.0,jagung,100,5.431,low,DAERAH ISTIMEWA YOGYAKARTA,2023,nasa_power,seasonal_estimate,217546.0,40056.38
0.57,195.6,27.1,19.3,2.0,jagung,100,6.318,low,JAWA TIMUR,2023,nasa_power,seasonal_estimate,4795781.0,759060.89
0.57,149.0,26.0,17.5,2.0,jagung,100,7.482,low,BANTEN,2023,nasa_power,seasonal_estimate,14367.0,1920.27
0.57,116.4,25.2,20.7,2.0,jagung,100,5.055,low,BALI,2023,nasa_power,seasonal_estimate,46902.0,9277.78
0.52,91.3,26.6,21.2,2.0,jagung,100,7.155,low,NUSA TENGGARA BARAT,2023,nasa_power,seasonal_estimate,1281035.0,179030.0
0.52,128.2,26.8,20.9,2.0,jagung,100,2.58,high,NUSA TENGGARA TIMUR,2023,nasa_power,seasonal_estimate,261855.0,101512.09
0.52,289.9,26.2,17.4,2.0,jagung,100,4.388,medium,KALIMANTAN BARAT,2023,nasa_power,seasonal_estimate,66248.0,15099.14
0.52,219.8,27.2,17.2,2.0,jagung,100,4.293,medium,KALIMANTAN TENGAH,2023,nasa_power,seasonal_estimate,25483.0,5935.59
0.52,177.7,27.2,17.7,2.0,jagung,100,6.101,low,KALIMANTAN SELATAN,2023,nasa_power,seasonal_estimate,112150.0,18382.82
0.52,182.9,26.1,17.1,2.0,jagung,100,6.012,low,KALIMANTAN TIMUR,2023,nasa_power,seasonal_estimate,11228.0,1867.63
0.52,247.1,23.6,17.8,2.0,jagung,100,5.022,low,KALIMANTAN UTARA,2023,nasa_power,seasonal_estimate,856.0,170.45
0.52,138.4,24.9,19.6,2.0,jagung,100,3.287,high,SULAWESI UTARA,2023,nasa_power,seasonal_estimate,83046.0,25262.2
0.52,163.2,22.0,17.2,2.0,jagung,100,4.054,medium,SULAWESI TENGAH,2023,nasa_power,seasonal_estimate,72982.0,18002.68
0.52,196.5,23.2,19.2,2.0,jagung,100,5.641,low,SULAWESI SELATAN,2023,nasa_power,seasonal_estimate,1025516.0,181800.85
0.52,122.9,27.0,18.3,2.0,jagung,100,3.661,medium,SULAWESI TENGGARA,2023,nasa_power,seasonal_estimate,69512.0,18987.59
0.52,137.8,26.4,19.6,2.0,jagung,100,4.616,medium,GORONTALO,2023,nasa_power,seasonal_estimate,527923.0,114355.96
0.52,158.0,21.0,17.8,2.0,jagung,100,5.18,low,SULAWESI BARAT,2023,nasa_power,seasonal_estimate,29098.0,5617.09
0.52,165.7,26.9,17.8,2.0,jagung,100,3.251,high,MALUKU,2023,nasa_power,seasonal_estimate,7663.0,2357.12
0.52,147.5,27.3,19.1,2.0,jagung,100,4.261,medium,MALUKU UTARA,2023,nasa_power,seasonal_estimate,6871.0,1612.53
0.52,245.9,23.5,16.9,2.0,jagung,100,4.505,medium,PAPUA BARAT,2023,nasa_power,seasonal_estimate,3311.0,735.0
0.52,245.9,23.5,16.9,2.0,jagung,100,12.04,low,PAPUA BARAT,2023,nasa_power,seasonal_estimate,3311.0,275.0
0.52,245.9,23.5,16.9,2.0,jagung,100,1.921,high,PAPUA BARAT,2023,nasa_power,seasonal_estimate,1412.0,735.0
0.52,245.9,23.5,16.9,2.0,jagung,100,5.135,low,PAPUA BARAT,2023,nasa_power,seasonal_estimate,1412.0,275.0
0.52,181.0,23.3,15.7,2.0,jagung,100,4.297,medium,PAPUA,2023,nasa_power,seasonal_estimate,3429.0,798.0
0.52,325.6,26.0,16.6,2.0,jagung,100,4.6,medium,PAPUA SELATAN,2023,nasa_power,seasonal_estimate,69.0,15.0
0.52,264.6,19.3,17.0,2.0,jagung,100,4.339,medium,PAPUA TENGAH,2023,nasa_power,seasonal_estimate,9082.0,2093.0
0.52,166.0,13.9,17.5,2.0,jagung,100,4.227,medium,PAPUA PEGUNUNGAN,2023,nasa_power,seasonal_estimate,279.0,66.0
0.52,238.0,20.5,17.3,2.0,jagung,100,5.178,low,ACEH,2024,nasa_power,seasonal_estimate,52249.0,10090.0
0.52,348.3,22.6,17.0,2.0,jagung,100,6.524,low,SUMATERA UTARA,2024,nasa_power,seasonal_estimate,1373900.0,210586.0
0.52,364.9,24.2,16.6,2.0,jagung,100,6.176,low,SUMATERA BARAT,2024,nasa_power,seasonal_estimate,518316.0,83918.0
0.52,271.1,26.9,16.7,2.0,jagung,100,3.483,high,RIAU,2024,nasa_power,seasonal_estimate,1139.0,327.0
0.52,209.3,26.9,16.2,2.0,jagung,100,6.956,low,JAMBI,2024,nasa_power,seasonal_estimate,10531.0,1514.0
0.52,249.0,26.8,17.6,2.0,jagung,100,6.376,low,SUMATERA SELATAN,2024,nasa_power,seasonal_estimate,338999.0,53171.0
